purchase_id,user_id,product_id,quantity,price_paid,points_earned,purchased_at,day_of_week,hour_of_day
5629,1123,87,2,13.02,26,2024-02-10 19:29:26,Saturday,19
5630,184,6,2,16.26,49,2024-05-07 17:29:33,Tuesday,17
5631,253,12,1,7.52,38,2024-03-21 16:33:04,Thursday,16
5632,724,51,5,21.83,22,2024-04-07 11:48:59,Sunday,11
5633,816,56,3,11.37,11,2024-05-15 19:00:18,Wednesday,19
5634,3,10,3,20.87,42,2024-05-06 19:04:37,Monday,19
5635,218,2,2,10.82,54,2024-05-23 15:50:10,Thursday,15
5636,616,64,1,6.09,18,2024-06-22 22:25:59,Saturday,22
5637,544,41,3,8.98,27,2024-05-18 11:04:22,Saturday,11
5638,559,23,1,3.37,17,2024-01-31 12:03:36,Wednesday,12
5639,1011,76,1,3.04,3,2024-02-28 06:37:36,Wednesday,6
5640,1011,12,1,7.15,36,2024-04-11 16:52:13,Thursday,16
5641,870,33,3,25.59,26,2024-01-11 14:40:26,Thursday,14
5642,126,20,3,16.43,82,2024-01-16 04:39:18,Tuesday,4
5643,170,85,1,9.91,50,2024-04-01 09:33:31,Monday,9
5644,368,86,1,3.41,10,2024-06-01 12:22:44,Saturday,12
5645,1070,37,1,6.77,34,2024-04-07 07:29:29,Sunday,7
5646,129,33,1,8.45,8,2024-03-15 11:15:06,Friday,11
5647,66,99,1,6.84,34,2024-04-01 13:25:50,Monday,13
5648,849,3,1,3.34,3,2024-03-26 16:34:31,Tuesday,16
5649,738,34,1,2.97,15,2024-04-10 13:12:22,Wednesday,13
5650,731,65,2,6.47,13,2024-04-23 08:38:59,Tuesday,8
5651,139,97,1,3.68,11,2024-02-05 19:25:26,Monday,19
5652,409,86,1,2.34,7,2024-06-20 16:41:41,Thursday,16
5653,954,30,1,3.05,3,2024-05-04 11:12:23,Saturday,11
5654,751,13,1,7.89,8,2024-06-22 10:21:07,Saturday,10
5655,1169,48,1,7.01,14,2024-03-02 15:51:48,Saturday,15
5656,711,18,2,5.27,11,2024-06-04 07:49:27,Tuesday,7
5657,900,3,3,10.22,10,2024-06-04 17:26:45,Tuesday,17
5658,510,75,1,6.36,6,2024-06-10 13:19:29,Monday,13
5659,397,48,1,6.97,14,2024-03-28 12:01:34,Thursday,12
5660,101,88,1,2.86,9,2024-02-13 08:51:21,Tuesday,8
5661,182,44,3,19.97,40,2024-05-19 00:09:16,Sunday,0
5662,729,47,1,3.29,3,2024-06-25 17:30:30,Tuesday,17
5663,5,92,3,11.4,11,2024-04-25 18:37:53,Thursday,18
5664,680,7,3,7.03,7,2024-04-11 21:11:05,Thursday,21
5665,187,34,1,2.91,15,2024-03-22 01:53:04,Friday,1
5666,566,78,2,20.1,40,2024-03-14 12:05:26,Thursday,12
5667,827,4,2,14.59,15,2024-03-21 09:29:17,Thursday,9
5668,388,20,1,5.42,27,2024-03-26 08:54:55,Tuesday,8
5669,976,73,1,5.47,11,2024-05-05 20:50:29,Sunday,20
5670,588,15,1,5.97,30,2024-02-29 08:46:15,Thursday,8
5671,936,67,1,7.09,21,2024-03-04 22:39:29,Monday,22
5672,640,67,1,7.67,23,2024-06-11 11:21:41,Tuesday,11
5673,715,41,2,6.12,18,2024-01-07 10:49:33,Sunday,10
5674,891,31,1,4.75,5,2024-02-07 14:39:41,Wednesday,14
5675,1011,93,1,7.29,22,2024-04-13 05:43:09,Saturday,5
5676,669,56,1,3.68,4,2024-05-08 09:21:47,Wednesday,9
5677,1020,50,4,16.02,48,2024-02-09 19:55:50,Friday,19
5678,927,94,4,18.27,91,2024-06-26 12:49:26,Wednesday,12
5679,362,61,1,8.4,42,2024-04-08 20:02:38,Monday,20
5680,1161,61,1,8.69,43,2024-03-06 20:57:07,Wednesday,20
5681,1139,1,2,8.1,40,2024-01-09 22:07:40,Tuesday,22
5682,957,46,1,3.63,4,2024-01-23 08:15:00,Tuesday,8
5683,135,88,1,2.93,9,2024-05-06 08:12:15,Monday,8
5684,253,86,2,6.91,21,2024-05-05 06:06:52,Sunday,6
5685,661,77,1,2.35,2,2024-06-12 22:58:29,Wednesday,22
5686,736,23,1,3.27,16,2024-06-22 07:07:52,Saturday,7
5687,245,4,1,9.63,10,2024-04-06 14:33:23,Saturday,14
5688,343,62,1,6.95,14,2024-04-19 12:20:07,Friday,12
5689,1145,67,1,6.14,18,2024-03-08 09:08:23,Friday,9
5690,253,30,1,3.05,3,2024-03-03 01:28:17,Sunday,1
5691,605,40,3,6.18,12,2024-01-07 04:31:04,Sunday,4
5692,1125,45,2,7.58,38,2024-05-13 06:58:47,Monday,6
5693,47,19,1,6.29,13,2024-03-02 07:03:57,Saturday,7
5694,370,82,1,6.96,14,2024-04-21 19:51:15,Sunday,19
5695,149,31,1,4.54,5,2024-05-09 14:29:17,Thursday,14
5696,653,13,3,23.3,23,2024-06-23 06:11:38,Sunday,6
5697,564,56,1,3.71,4,2024-06-14 18:58:28,Friday,18
5698,453,9,1,8.85,44,2024-01-16 22:48:54,Tuesday,22
5699,776,5,2,17.66,88,2024-02-11 23:46:14,Sunday,23
5700,574,37,1,6.58,33,2024-03-11 14:25:34,Monday,14
5701,1130,47,1,3.26,3,2024-01-10 06:44:51,Wednesday,6
5702,724,56,1,3.72,4,2024-04-23 11:55:19,Tuesday,11
5703,273,11,2,12.98,39,2024-06-09 06:11:06,Sunday,6
5704,1119,75,1,6.53,7,2024-01-07 01:35:52,Sunday,1
5705,287,35,2,4.35,4,2024-06-07 10:27:42,Friday,10
5706,561,6,1,8.18,25,2024-05-15 18:54:39,Wednesday,18
5707,94,51,1,5.89,6,2024-05-23 22:10:49,Thursday,22
5708,1172,95,5,47.32,95,2024-04-29 10:43:05,Monday,10
5709,1066,39,1,5.76,12,2024-05-19 12:07:55,Sunday,12
5710,346,88,1,2.92,9,2024-04-28 19:21:28,Sunday,19
5711,149,46,1,3.61,4,2024-06-11 08:09:27,Tuesday,8
5712,1036,44,1,6.77,14,2024-01-10 16:16:59,Wednesday,16
5713,1152,29,1,2.19,2,2024-01-16 16:04:37,Tuesday,16
5714,417,20,2,10.74,54,2024-06-25 12:31:06,Tuesday,12
5715,611,45,1,3.0,15,2024-04-17 09:36:16,Wednesday,9
5716,572,33,1,8.45,8,2024-04-29 17:53:22,Monday,17
5717,813,92,3,11.07,11,2024-01-05 08:48:24,Friday,8
5718,668,71,1,2.36,7,2024-03-13 15:38:49,Wednesday,15
5719,744,10,1,7.03,14,2024-06-29 08:28:40,Saturday,8
5720,21,34,3,8.45,42,2024-06-16 20:08:33,Sunday,20
5721,1046,17,1,9.2,28,2024-05-30 19:16:29,Thursday,19
5722,969,22,1,6.95,35,2024-04-12 12:20:49,Friday,12
5723,782,14,1,5.32,27,2024-02-24 09:46:30,Saturday,9
5724,194,8,1,7.38,15,2024-01-12 07:22:27,Friday,7
5725,570,38,1,8.75,26,2024-02-26 20:58:42,Monday,20
5726,868,74,2,9.21,9,2024-02-02 08:04:32,Friday,8
5727,1009,30,1,2.96,3,2024-05-07 19:20:25,Tuesday,19
5728,416,7,1,2.55,3,2024-05-23 09:54:30,Thursday,9
5729,921,73,1,5.49,11,2024-05-21 00:24:39,Tuesday,0
5730,1172,77,1,2.25,2,2024-04-13 06:35:33,Saturday,6
5731,502,91,1,7.15,7,2024-05-19 20:05:31,Sunday,20
5732,701,74,1,4.42,4,2024-02-03 20:52:41,Saturday,20
5733,496,5,1,8.9,44,2024-05-28 04:10:56,Tuesday,4
5734,895,65,1,3.21,6,2024-02-20 08:16:29,Tuesday,8
5735,849,77,1,2.31,2,2024-05-28 15:56:53,Tuesday,15
5736,816,20,1,5.39,27,2024-03-29 22:52:15,Friday,22
5737,58,20,2,10.83,54,2024-03-02 20:47:43,Saturday,20
5738,450,5,1,8.67,43,2024-03-15 18:33:44,Friday,18
5739,796,8,1,7.25,14,2024-04-21 06:44:30,Sunday,6
5740,1107,86,1,3.48,10,2024-06-15 17:48:55,Saturday,17
5741,872,2,1,5.51,28,2024-06-01 23:53:14,Saturday,23
5742,1149,75,3,19.03,19,2024-03-15 11:37:28,Friday,11
5743,448,62,1,8.81,18,2024-06-30 02:55:26,Sunday,2
5744,682,74,2,9.05,9,2024-04-19 13:15:43,Friday,13
5745,736,57,1,5.1,26,2024-05-23 15:37:39,Thursday,15
5746,724,52,1,5.92,18,2024-01-14 12:49:17,Sunday,12
5747,1034,76,4,12.71,13,2024-04-06 21:59:33,Saturday,21
5748,434,39,1,5.76,12,2024-06-20 19:03:45,Thursday,19
5749,596,92,1,2.83,3,2024-02-16 13:15:34,Friday,13
5750,544,36,1,7.62,23,2024-02-28 15:01:30,Wednesday,15
5751,652,74,4,18.42,18,2024-01-21 01:21:55,Sunday,1
5752,857,16,1,5.2,10,2024-06-17 09:48:51,Monday,9
5753,811,60,1,7.31,15,2024-06-24 13:54:08,Monday,13
5754,706,21,1,8.42,17,2024-01-19 20:04:53,Friday,20
5755,352,2,1,4.85,24,2024-03-30 13:23:15,Saturday,13
5756,774,63,1,2.27,11,2024-04-17 18:59:40,Wednesday,18
5757,320,63,1,2.26,11,2024-05-12 07:34:43,Sunday,7
5758,1169,18,1,2.72,5,2024-02-25 21:13:30,Sunday,21
5759,379,79,1,2.71,8,2024-05-27 10:19:21,Monday,10
5760,631,18,1,2.72,5,2024-05-08 17:08:17,Wednesday,17
5761,160,54,1,4.09,20,2024-02-18 21:30:16,Sunday,21
5762,362,84,2,6.54,7,2024-01-13 08:11:23,Saturday,8
5763,891,44,1,6.81,14,2024-06-07 19:38:25,Friday,19
5764,1067,12,2,14.39,72,2024-03-24 18:06:20,Sunday,18
5765,334,4,1,9.8,10,2024-04-20 11:54:28,Saturday,11
5766,409,45,2,7.71,39,2024-03-12 06:32:04,Tuesday,6
5767,78,23,1,3.31,17,2024-03-20 05:10:28,Wednesday,5
5768,490,6,1,8.15,24,2024-05-18 08:28:28,Saturday,8
5769,1128,6,1,5.83,17,2024-05-07 18:28:48,Tuesday,18
5770,1080,1,1,4.07,20,2024-06-11 18:10:58,Tuesday,18
5771,687,63,2,4.56,23,2024-02-20 21:49:46,Tuesday,21
5772,831,51,1,5.78,6,2024-05-26 12:31:59,Sunday,12
5773,232,65,1,3.33,7,2024-03-03 20:11:27,Sunday,20
5774,496,27,1,5.31,27,2024-03-10 20:23:15,Sunday,20
5775,45,9,4,35.73,179,2024-01-07 18:08:22,Sunday,18
5776,435,100,2,15.3,15,2024-04-24 14:06:39,Wednesday,14
5777,117,83,1,8.6,9,2024-01-03 12:25:51,Wednesday,12
5778,674,30,1,2.92,3,2024-04-07 05:26:58,Sunday,5
5779,18,2,1,5.54,28,2024-04-14 11:17:46,Sunday,11
5780,619,29,2,3.51,4,2024-04-09 09:54:07,Tuesday,9
5781,705,91,1,7.98,8,2024-06-03 14:40:43,Monday,14
5782,253,27,1,5.51,28,2024-02-19 01:02:52,Monday,1
5783,702,80,2,18.46,92,2024-03-11 18:58:23,Monday,18
5784,289,4,2,19.61,20,2024-01-16 18:43:31,Tuesday,18
5785,1126,58,3,28.14,84,2024-04-12 21:23:59,Friday,21
5786,493,56,1,3.72,4,2024-05-17 18:06:59,Friday,18
5787,915,21,1,8.71,17,2024-04-28 18:52:42,Sunday,18
5788,736,49,1,8.03,40,2024-01-09 21:39:06,Tuesday,21
5789,744,6,1,6.05,18,2024-03-04 22:32:50,Monday,22
5790,969,40,1,1.63,3,2024-04-18 19:18:34,Thursday,19
5791,472,50,1,2.92,9,2024-04-16 11:35:02,Tuesday,11
5792,214,79,4,10.77,32,2024-04-05 15:33:34,Friday,15
5793,781,60,1,4.65,9,2024-01-23 08:07:55,Tuesday,8
5794,508,44,2,13.74,27,2024-06-10 19:39:40,Monday,19
5795,941,99,1,8.41,42,2024-03-18 08:43:46,Monday,8
5796,1075,71,1,2.37,7,2024-04-14 19:31:50,Sunday,19
5797,112,7,1,2.53,3,2024-05-19 17:35:50,Sunday,17
5798,739,6,1,8.24,25,2024-06-03 19:07:36,Monday,19
5799,1108,30,1,3.07,3,2024-03-30 09:11:15,Saturday,9
5800,209,82,2,14.12,28,2024-03-25 19:21:40,Monday,19
5801,795,26,2,13.65,68,2024-03-01 23:03:29,Friday,23
5802,278,8,1,7.27,15,2024-06-16 10:07:10,Sunday,10
5803,271,32,1,4.36,22,2024-04-29 07:57:46,Monday,7
5804,704,24,2,13.65,41,2024-05-31 09:03:41,Friday,9
5805,722,36,2,15.46,46,2024-01-22 14:29:24,Monday,14
5806,376,37,1,6.66,33,2024-06-09 06:38:50,Sunday,6
5807,391,26,1,6.81,34,2024-05-25 22:13:04,Saturday,22
5808,320,1,1,4.02,20,2024-04-15 10:52:24,Monday,10
5809,20,39,1,5.67,11,2024-04-26 21:19:19,Friday,21
5810,105,67,1,7.52,23,2024-04-25 19:35:52,Thursday,19
5811,253,36,1,7.68,23,2024-05-27 19:30:23,Monday,19
5812,765,2,2,10.65,53,2024-01-27 10:40:46,Saturday,10
5813,498,91,1,7.98,8,2024-05-15 15:36:20,Wednesday,15
5814,288,40,1,2.15,4,2024-04-24 18:46:26,Wednesday,18
5815,150,65,1,3.23,6,2024-06-29 16:37:48,Saturday,16
5816,1082,20,3,16.02,80,2024-06-01 01:42:21,Saturday,1
5817,596,47,2,6.6,7,2024-03-04 09:41:08,Monday,9
5818,82,79,1,2.68,8,2024-05-02 19:06:18,Thursday,19
5819,911,82,1,6.94,14,2024-05-20 19:36:02,Monday,19
5820,275,6,1,8.33,25,2024-04-08 05:17:59,Monday,5
5821,634,74,1,4.46,4,2024-04-19 09:46:36,Friday,9
5822,415,53,1,5.17,26,2024-02-04 07:17:12,Sunday,7
5823,331,85,2,19.54,98,2024-05-10 17:01:23,Friday,17
5824,526,78,1,9.92,20,2024-04-27 15:11:08,Saturday,15
5825,42,1,1,4.03,20,2024-06-29 21:17:17,Saturday,21
5826,756,36,1,7.8,23,2024-01-21 04:58:44,Sunday,4
5827,540,67,2,14.81,44,2024-06-17 07:09:04,Monday,7
5828,864,71,2,4.83,14,2024-04-24 20:04:52,Wednesday,20
5829,214,100,2,11.82,12,2024-01-22 02:19:14,Monday,2
5830,937,39,1,5.64,11,2024-04-16 09:16:02,Tuesday,9
5831,541,55,1,4.93,15,2024-03-24 16:41:29,Sunday,16
5832,47,4,1,9.72,10,2024-05-08 08:06:29,Wednesday,8
5833,606,46,2,7.48,7,2024-02-04 08:38:36,Sunday,8
5834,884,11,1,6.57,20,2024-03-11 10:28:23,Monday,10
5835,756,96,1,3.54,18,2024-04-30 09:22:33,Tuesday,9
5836,881,84,2,7.63,8,2024-03-22 00:59:02,Friday,0
5837,59,29,2,4.34,4,2024-05-08 21:14:43,Wednesday,21
5838,738,62,1,8.86,18,2024-03-14 20:24:12,Thursday,20
5839,241,66,1,3.96,20,2024-02-15 06:31:57,Thursday,6
5840,8,16,1,5.03,10,2024-01-29 12:07:52,Monday,12
5841,513,29,1,2.18,2,2024-06-17 01:59:14,Monday,1
5842,769,86,1,3.49,10,2024-02-18 18:08:13,Sunday,18
5843,521,10,6,35.35,71,2024-06-30 23:48:33,Sunday,23
5844,202,94,1,4.59,23,2024-05-11 20:51:30,Saturday,20
5845,800,24,1,6.67,20,2024-01-25 05:00:07,Thursday,5
5846,850,96,2,7.08,35,2024-01-30 13:04:23,Tuesday,13
5847,877,50,1,4.17,13,2024-05-29 20:00:14,Wednesday,20
5848,889,9,5,40.81,204,2024-02-06 19:49:56,Tuesday,19
5849,1081,40,1,2.12,4,2024-01-03 07:21:55,Wednesday,7
5850,1121,88,5,14.78,44,2024-03-08 10:17:38,Friday,10
5851,1160,64,1,6.12,18,2024-06-10 18:38:42,Monday,18
5852,320,66,1,3.9,20,2024-01-30 14:21:18,Tuesday,14
5853,644,83,1,7.84,8,2024-05-28 16:26:07,Tuesday,16
5854,73,39,1,5.83,12,2024-02-24 04:17:16,Saturday,4
5855,155,6,1,8.33,25,2024-01-24 16:18:21,Wednesday,16
5856,967,30,1,2.93,3,2024-01-06 06:40:13,Saturday,6
5857,167,84,1,3.86,4,2024-06-05 11:47:31,Wednesday,11
5858,1136,99,1,8.82,44,2024-03-10 12:37:19,Sunday,12
5859,160,21,1,8.83,18,2024-05-22 21:33:30,Wednesday,21
5860,1009,18,1,2.05,4,2024-02-08 14:37:37,Thursday,14
5861,517,77,1,2.24,2,2024-05-30 11:15:46,Thursday,11
5862,776,87,2,12.73,25,2024-01-21 22:19:01,Sunday,22
5863,974,49,1,8.36,42,2024-02-21 09:34:10,Wednesday,9
5864,287,9,1,9.01,45,2024-05-30 09:13:46,Thursday,9
5865,957,61,1,7.28,36,2024-04-25 02:18:34,Thursday,2
5866,335,34,1,2.88,14,2024-02-27 06:38:39,Tuesday,6
5867,736,2,3,15.8,79,2024-04-06 22:54:49,Saturday,22
5868,529,94,1,4.37,22,2024-01-22 18:14:17,Monday,18
5869,253,80,1,9.08,45,2024-01-19 16:11:29,Friday,16
5870,315,63,1,2.18,11,2024-01-29 19:07:21,Monday,19
5871,314,42,1,2.09,2,2024-03-29 08:28:03,Friday,8
5872,877,61,1,7.48,37,2024-06-15 06:37:34,Saturday,6
5873,1007,4,1,9.2,9,2024-05-07 18:06:06,Tuesday,18
5874,796,42,1,2.1,2,2024-04-10 09:32:45,Wednesday,9
5875,1062,59,1,3.54,7,2024-01-25 06:32:42,Thursday,6
5876,1069,23,1,3.31,17,2024-04-04 22:58:19,Thursday,22
5877,322,53,1,5.21,26,2024-06-27 10:51:20,Thursday,10
5878,407,19,1,9.32,19,2024-05-29 11:47:02,Wednesday,11
5879,127,1,2,7.96,40,2024-06-28 21:14:51,Friday,21
5880,1062,69,3,14.65,29,2024-04-26 10:44:47,Friday,10
5881,41,98,5,13.72,14,2024-01-30 18:17:59,Tuesday,18
5882,332,87,1,6.55,13,2024-01-17 08:36:33,Wednesday,8
5883,479,23,2,6.76,34,2024-01-13 01:30:40,Saturday,1
5884,957,17,2,18.98,57,2024-02-05 19:46:06,Monday,19
5885,674,83,1,8.46,8,2024-05-04 00:37:51,Saturday,0
5886,1065,22,1,6.93,35,2024-03-28 16:14:06,Thursday,16
5887,209,64,1,6.37,19,2024-05-15 15:20:44,Wednesday,15
5888,253,13,2,15.31,15,2024-05-12 13:26:04,Sunday,13
5889,937,80,1,9.01,45,2024-01-24 14:52:49,Wednesday,14
5890,694,45,1,3.9,20,2024-03-11 06:20:37,Monday,6
5891,41,98,1,2.5,2,2024-05-03 03:20:32,Friday,3
5892,703,31,1,3.67,4,2024-02-04 17:21:00,Sunday,17
5893,70,22,1,7.31,37,2024-05-29 10:40:05,Wednesday,10
5894,668,36,2,15.47,46,2024-04-20 13:17:25,Saturday,13
5895,316,68,4,32.61,98,2024-06-29 06:51:29,Saturday,6
5896,80,28,3,4.91,15,2024-02-18 06:16:06,Sunday,6
5897,253,71,2,4.84,15,2024-02-02 16:32:50,Friday,16
5898,67,24,1,6.67,20,2024-02-15 19:30:31,Thursday,19
5899,774,10,6,41.13,82,2024-02-04 14:56:40,Sunday,14
5900,1044,80,1,9.08,45,2024-02-08 11:04:05,Thursday,11
5901,778,76,1,3.07,3,2024-03-14 22:59:31,Thursday,22
5902,740,2,2,11.09,55,2024-05-22 16:58:05,Wednesday,16
5903,640,27,1,5.42,27,2024-05-08 06:06:20,Wednesday,6
5904,762,97,1,3.54,11,2024-03-04 15:28:47,Monday,15
5905,218,55,1,3.66,11,2024-03-23 13:11:40,Saturday,13
5906,62,78,1,9.9,20,2024-01-13 05:17:27,Saturday,5
5907,640,83,1,8.52,9,2024-03-19 10:52:37,Tuesday,10
5908,1149,72,1,9.49,9,2024-04-14 21:32:02,Sunday,21
5909,732,13,1,7.85,8,2024-04-18 10:53:56,Thursday,10
5910,580,20,1,5.4,27,2024-03-01 07:24:24,Friday,7
5911,253,19,3,27.5,55,2024-03-19 17:37:35,Tuesday,17
5912,406,63,2,4.43,22,2024-06-15 22:54:43,Saturday,22
5913,925,74,2,9.19,9,2024-03-08 10:44:13,Friday,10
5914,1140,55,2,9.94,30,2024-02-09 08:08:15,Friday,8
5915,993,54,1,3.97,20,2024-03-01 06:59:17,Friday,6
5916,735,82,1,6.75,14,2024-04-15 11:08:07,Monday,11
5917,442,36,2,15.26,46,2024-01-03 16:31:15,Wednesday,16
5918,714,99,1,8.81,44,2024-01-18 07:05:30,Thursday,7
5919,605,74,2,8.77,9,2024-05-21 16:26:44,Tuesday,16
5920,484,93,2,12.98,39,2024-01-16 16:28:43,Tuesday,16
5921,827,29,2,4.29,4,2024-05-31 01:57:05,Friday,1
5922,792,57,1,5.13,26,2024-05-31 07:17:05,Friday,7
5923,251,99,1,8.64,43,2024-03-02 21:56:00,Saturday,21
5924,399,14,1,5.22,26,2024-03-07 06:22:59,Thursday,6
5925,118,26,1,6.78,34,2024-02-04 00:06:58,Sunday,0
5926,567,75,1,6.62,7,2024-04-03 06:10:26,Wednesday,6
5927,709,17,3,28.43,85,2024-06-10 13:41:01,Monday,13
5928,163,62,3,25.12,50,2024-02-20 14:59:07,Tuesday,14
5929,1025,53,2,10.1,50,2024-04-16 06:47:28,Tuesday,6
5930,111,15,1,7.71,39,2024-03-07 07:13:02,Thursday,7
5931,858,98,2,5.41,5,2024-03-23 09:17:32,Saturday,9
5932,453,27,1,5.42,27,2024-05-21 12:06:11,Tuesday,12
5933,287,60,1,7.43,15,2024-02-24 11:28:29,Saturday,11
5934,512,85,1,7.05,35,2024-03-21 12:17:07,Thursday,12
5935,882,10,2,13.68,27,2024-02-08 15:45:37,Thursday,15
5936,574,84,1,3.9,4,2024-04-09 19:41:06,Tuesday,19
5937,198,60,1,5.2,10,2024-04-20 16:32:17,Saturday,16
5938,739,44,1,6.69,13,2024-06-09 10:04:37,Sunday,10
5939,492,66,1,4.1,20,2024-06-06 18:42:26,Thursday,18
5940,530,57,2,10.25,51,2024-05-19 03:36:48,Sunday,3
5941,327,87,1,6.48,13,2024-05-25 02:28:24,Saturday,2
5942,1009,66,1,4.06,20,2024-05-20 21:39:27,Monday,21
5943,550,4,3,29.46,29,2024-03-29 14:32:23,Friday,14
5944,778,17,6,55.84,168,2024-04-24 06:08:45,Wednesday,6
5945,741,11,5,22.06,66,2024-06-20 04:17:11,Thursday,4
5946,906,93,1,7.5,22,2024-03-13 10:43:03,Wednesday,10
5947,1149,49,3,24.75,124,2024-06-14 21:20:49,Friday,21
5948,936,31,1,4.72,5,2024-05-30 20:39:00,Thursday,20
5949,363,62,1,8.66,17,2024-04-26 15:49:10,Friday,15
5950,1011,91,1,7.94,8,2024-02-20 08:12:23,Tuesday,8
5951,736,84,1,3.98,4,2024-04-19 11:23:47,Friday,11
5952,946,11,1,6.28,19,2024-05-18 19:14:56,Saturday,19
5953,365,46,1,3.77,4,2024-05-20 22:53:06,Monday,22
5954,253,21,1,8.59,17,2024-01-02 07:54:25,Tuesday,7
5955,409,57,1,5.13,26,2024-05-04 18:14:39,Saturday,18
5956,206,10,1,6.71,13,2024-01-08 01:56:11,Monday,1
5957,253,10,2,13.89,28,2024-03-24 16:23:22,Sunday,16
5958,268,49,1,8.46,42,2024-02-25 13:00:32,Sunday,13
5959,258,90,4,17.52,53,2024-06-06 13:57:58,Thursday,13
5960,1008,74,2,9.18,9,2024-05-12 10:53:52,Sunday,10
5961,144,6,2,16.28,49,2024-05-24 13:06:35,Friday,13
5962,444,85,1,9.73,49,2024-03-13 11:42:17,Wednesday,11
5963,203,96,1,3.46,17,2024-06-08 01:40:41,Saturday,1
5964,800,63,2,4.31,22,2024-05-17 19:52:18,Friday,19
5965,300,36,2,15.18,46,2024-03-18 06:03:49,Monday,6
5966,46,61,1,8.89,44,2024-02-14 09:42:34,Wednesday,9
5967,955,98,1,2.82,3,2024-01-20 18:13:07,Saturday,18
5968,314,78,1,10.19,20,2024-01-02 19:44:42,Tuesday,19
5969,118,73,1,5.66,11,2024-01-24 16:22:18,Wednesday,16
5970,1071,96,2,6.78,34,2024-03-19 02:39:53,Tuesday,2
5971,354,30,1,2.98,3,2024-04-25 08:10:11,Thursday,8
5972,811,40,1,1.43,3,2024-02-19 08:32:47,Monday,8
5973,197,34,3,8.85,44,2024-04-11 22:11:10,Thursday,22
5974,753,61,1,8.79,44,2024-01-05 15:16:43,Friday,15
5975,952,96,1,3.41,17,2024-04-02 19:42:45,Tuesday,19
5976,253,50,1,3.95,12,2024-05-03 08:49:04,Friday,8
5977,164,96,1,3.42,17,2024-03-12 21:10:44,Tuesday,21
5978,80,88,1,2.92,9,2024-04-27 21:04:50,Saturday,21
5979,1156,97,5,17.7,53,2024-02-16 09:49:12,Friday,9
5980,968,30,1,2.96,3,2024-03-05 21:33:13,Tuesday,21
5981,812,48,1,6.99,14,2024-04-05 06:19:46,Friday,6
5982,943,17,1,9.12,27,2024-02-04 06:10:27,Sunday,6
5983,444,75,1,6.39,6,2024-06-26 20:44:01,Wednesday,20
5984,296,82,1,6.89,14,2024-03-05 11:16:35,Tuesday,11
5985,705,73,2,11.34,23,2024-02-07 10:25:05,Wednesday,10
5986,173,76,1,3.1,3,2024-05-03 08:58:53,Friday,8
5987,19,56,2,7.54,8,2024-06-24 17:56:17,Monday,17
5988,726,49,1,8.03,40,2024-02-03 09:27:16,Saturday,9
5989,479,81,2,8.0,16,2024-04-25 09:18:53,Thursday,9
5990,647,45,1,3.79,19,2024-06-28 03:23:50,Friday,3
5991,228,81,1,4.04,8,2024-05-21 22:03:43,Tuesday,22
5992,1039,8,1,7.54,15,2024-01-03 11:55:02,Wednesday,11
5993,1166,68,2,16.35,49,2024-04-29 12:12:22,Monday,12
5994,470,20,1,5.54,28,2024-05-12 19:00:59,Sunday,19
5995,681,41,1,2.93,9,2024-03-25 15:25:08,Monday,15
5996,518,76,1,3.01,3,2024-06-27 18:13:31,Thursday,18
5997,922,19,2,19.27,39,2024-04-21 07:10:40,Sunday,7
5998,1035,27,1,5.43,27,2024-05-21 19:15:33,Tuesday,19
5999,771,67,1,7.62,23,2024-03-06 08:55:01,Wednesday,8
6000,421,70,1,2.81,6,2024-05-27 16:56:30,Monday,16
6001,673,6,2,16.68,50,2024-02-14 16:05:09,Wednesday,16
6002,103,89,1,3.11,9,2024-01-14 08:11:11,Sunday,8
6003,1142,5,1,8.82,44,2024-02-23 09:38:57,Friday,9
6004,236,71,1,2.4,7,2024-03-25 14:14:43,Monday,14
6005,574,66,1,4.05,20,2024-03-10 21:01:05,Sunday,21
6006,968,24,1,6.57,20,2024-02-24 20:05:54,Saturday,20
6007,472,89,1,3.75,11,2024-06-29 09:09:47,Saturday,9
6008,466,94,2,7.4,37,2024-04-13 18:27:07,Saturday,18
6009,1165,36,1,7.68,23,2024-03-22 17:46:06,Friday,17
6010,452,12,1,7.38,37,2024-06-21 01:43:35,Friday,1
6011,813,99,1,8.57,43,2024-06-27 16:28:02,Thursday,16
6012,280,81,1,4.14,8,2024-03-08 13:26:05,Friday,13
6013,1111,66,1,4.03,20,2024-05-27 19:01:08,Monday,19
6014,173,5,1,8.64,43,2024-06-12 19:36:43,Wednesday,19
6015,355,15,1,7.7,38,2024-06-25 17:47:08,Tuesday,17
6016,220,56,1,3.66,4,2024-05-19 08:25:15,Sunday,8
6017,26,93,4,28.84,87,2024-01-13 19:47:08,Saturday,19
6018,593,20,1,5.33,27,2024-05-09 12:54:01,Thursday,12
6019,194,25,2,12.26,37,2024-02-06 17:50:37,Tuesday,17
6020,754,95,2,19.27,39,2024-05-13 21:09:35,Monday,21
6021,659,26,2,14.03,70,2024-02-03 07:45:33,Saturday,7
6022,571,89,2,7.64,23,2024-01-09 06:25:49,Tuesday,6
6023,817,86,1,3.42,10,2024-06-08 09:03:25,Saturday,9
6024,685,22,1,7.21,36,2024-05-12 06:06:36,Sunday,6
6025,253,22,1,5.65,28,2024-01-28 12:36:30,Sunday,12
